origin,dest,nation,n,p1,p99,n_clipped,cutoff_computed_on,sample
LGW,PHL,US,114,-18.440072899580787,27.732903225806467,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LGW,PIT,US,19,-10.77553763440861,12.802563488752908,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LGW,RDU,US,143,-27.821010752688156,24.101354679802952,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LGW,STL,US,142,-36.71707916814369,35.151333333333284,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LHR,ATL,US,168,-20.883928297055114,19.407291614891474,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LHR,BOS,US,376,-25.91344382745757,29.65595238095237,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LHR,CLT,US,101,-29.444354838709728,19.283183500793257,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LHR,DEN,US,27,-11.129977011494278,19.183139784946206,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LHR,DFW,US,169,-21.52826958105647,24.74190308486696,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LHR,DTW,US,152,-21.122307489056386,24.953352969348714,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LHR,EWR,US,296,-39.38772749042146,29.02500801266942,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LHR,IAD,US,385,-29.27299787384832,25.05209193074813,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LHR,IAH,US,154,-23.90715237304752,32.88697678707335,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LHR,JFK,US,387,-27.09505697929075,24.326884460932877,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LHR,LAX,US,383,-25.95578203083464,24.68085636486781,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LHR,MIA,US,387,-43.12766129032256,32.681421023359235,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LHR,MSP,US,141,-17.02791256157635,27.65067352002838,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LHR,ORD,US,386,-22.97997416604047,23.42594789132196,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LHR,PDX,US,5,-10.114524140839116,0.7837791030390507,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LHR,PHL,US,158,-29.475147587874062,24.21668346774193,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LHR,PHX,US,14,-9.650547619047616,15.36192258064514,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LHR,RDU,US,139,-27.543490591397845,20.372666666666667,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LHR,SEA,US,72,-32.68909792492451,44.300176098411455,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LHR,SFO,US,380,-26.875999999999973,42.6573870967742,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LHR,SLC,US,34,-15.47271030418854,15.29179780564266,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LIM,ATL,US,279,-17.18709677419357,14.072322580645151,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LIM,DFW,US,161,-23.342572964669728,8.898018433179734,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LIM,EWR,US,279,-12.758172413793092,15.666522856083477,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LIM,FLL,US,160,-9.415637992831567,12.63684882290388,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LIM,IAH,US,298,-12.195956317204306,9.587656910456067,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LIM,MIA,US,382,-9.780657334144834,13.309971674084586,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LIR,ATL,US,226,-8.67714914863997,7.782684085371358,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LIR,AUS,US,3,0.24641025641025466,9.3955,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LIR,BOS,US,35,-13.298888888888875,16.777105263157875,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LIR,BWI,US,39,-7.863285714285708,9.138571428571419,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LIR,CLT,US,141,-13.45,13.18999999999999,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LIR,DEN,US,73,-18.550000000000036,18.104000000000035,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LIR,DFW,US,169,-7.347539682539689,11.879944444444426,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LIR,EWR,US,143,-12.996727272727261,14.752654545454572,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LIR,HOU,US,64,-6.503666666666671,5.991915640394091,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LIR,IAH,US,214,-6.864173625288694,8.984032331511852,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LIR,JFK,US,117,-12.222300140252456,11.426000000000021,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LIR,LAX,US,95,-10.682161381254392,13.913228037766794,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LIR,MIA,US,213,-6.016410607838063,7.807370576980072,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LIR,MSP,US,72,-18.157000000000032,14.333297656047687,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LIR,ORD,US,91,-10.332692307692303,11.830555555555518,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LIR,SFO,US,11,-16.025779220779224,12.754166666666672,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LIS,BOS,US,13,-9.296297473383154,18.928588802373017,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LIS,EWR,US,285,-29.744659003831458,30.99117684559479,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LIS,IAD,US,27,-18.37844234334444,14.240350124069503,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LIS,JFK,US,140,-28.77566666666667,23.26647331946272,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LIS,PHL,US,93,-19.918103720528624,16.203549740582034,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LKE,YBL,US,14,-55.50241817857425,24.077938593304754,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LKE,YCD,US,1,66.33695652173913,66.33695652173913,0,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LKE,YHH,US,2,38.68407980304719,53.40533862876253,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LKE,YWH,US,141,-16.647402597402596,21.397263365777857,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LKE,YYJ,US,61,-33.684839918201234,29.442594074338434,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LKE,YZT,US,19,-21.558181818181815,14.080000000000007,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LOS,ATL,US,166,-22.654727095516574,34.236655913978524,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LOS,IAD,US,24,-17.310416666666764,15.454323607427032,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
